公司代號,_公司代號,公司名稱,統一編號,_統一編號,市場別
4729,_4729,熒茂光學股份有限公司,27800048,_	27800048,上櫃
4730,_4730,通用矽酮股份有限公司,11846954,_	11846954,公開發行
4732,_4732,彥臣生技藥品股份有限公司,12676817,_	12676817,興櫃
4735,_4735,豪展醫療科技股份有限公司,96965874,_	96965874,上櫃
4736,_4736,泰博科技股份有限公司,16584326,_	16584326,上櫃
4737,_4737,華廣生技股份有限公司,80310225,_	80310225,上市
4738,_4738,尚志精密化學股份有限公司,12306385,_	12306385,興櫃
4739,_4739,康普材料科技股份有限公司,86757124,_	86757124,上市
4741,_4741,泓瀚科技股份有限公司,80627878,_	80627878,上櫃
4743,_4743,合一生技股份有限公司,29108260,_	29108260,上櫃
4744,_4744,皇將科技股份有限公司,80234971,_	80234971,上櫃
4745,_4745,合富醫療控股股份有限公司,9906168,_	09906168,上櫃
4746,_4746,台耀化學股份有限公司,96922622,_	96922622,上市
4747,_4747,強生化學製藥廠股份有限公司,35348007,_	35348007,上櫃
4749,_4749,新應材股份有限公司,80551069,_	80551069,興櫃
4752,_4752,聯超實業股份有限公司,89609149,_	89609149,不繼續公開發行
4754,_4754,國碳科技股份有限公司,16446422,_	16446422,上櫃
4755,_4755,三福化工股份有限公司,80170651,_	80170651,上市
4757,_4757,中華全球石油股份有限公司,27231503,_	27231503,不繼續公開發行
4760,_4760,勤凱科技股份有限公司,28732006,_	28732006,上櫃
4763,_4763,濟南大自然新材料股份有限公司,42328858,_	42328858,上市
4764,_4764,雙鍵化工股份有限公司,84754072,_	84754072,上市
4765,_4765,磐采股份有限公司,16705686,_	16705686,興櫃
4766,_4766,南寶樹脂化學工廠股份有限公司,74229304,_	74229304,上市
4767,_4767,誠泰工業科技股份有限公司,88744414,_	88744414,上櫃
4768,_4768,晶呈科技股份有限公司,53278617,_	53278617,上櫃
4769,_4769,謙華科技股份有限公司,28540056,_	28540056,不繼續公開發行
4770,_4770,上品綜合工業股份有限公司,36075449,_	36075449,上市
4771,_4771,望隼科技股份有限公司,53764125,_	53764125,興櫃
4772,_4772,台灣特品化學股份有限公司,54224077,_	54224077,興櫃
4773,_4773,高福化學工業股份有限公司,75415298,_	75415298,興櫃
4803,_4803,威馳克媒體集團股份有限公司,54386656,_	54386656,不繼續公開發行
4804,_4804,大略國際控股有限公司,41244424,_	41244424,上櫃
4806,_4806,昇華娛樂傳播股份有限公司,70557661,_	70557661,上櫃
4807,_4807,日成控股股份有限公司,42485651,_	42485651,上市
4903,_4903,聯合光纖通信股份有限公司,21223267,_	21223267,上櫃
4904,_4904,遠傳電信股份有限公司,97179430,_	97179430,上市
4905,_4905,台聯電訊股份有限公司,23882531,_	23882531,上櫃
4906,_4906,正文科技股份有限公司,22960571,_	22960571,上市
4907,_4907,富宇地產股份有限公司,22099391,_	22099391,上櫃
4908,_4908,前鼎光電股份有限公司,16634613,_	16634613,上櫃
4909,_4909,新復興微波通訊股份有限公司,45163295,_	45163295,上櫃
4911,_4911,德英生物科技股份有限公司,80225425,_	80225425,上櫃
4912,_4912,聯德控股股份有限公司,26595630,_	26595630,上市
4915,_4915,致伸科技股份有限公司,28006928,_	28006928,上市
4916,_4916,事欣科技股份有限公司,13000192,_	13000192,上市
4919,_4919,新唐科技股份有限公司,28112646,_	28112646,上市
4920,_4920,尚芳國際興業股份有限公司,86665407,_	86665407,不繼續公開發行
4923,_4923,力士科技股份有限公司,28733011,_	28733011,上櫃
4924,_4924,欣厚科技股份有限公司,53025260,_	53025260,上櫃
4925,_4925,智微科技股份有限公司,12901841,_	12901841,興櫃
4927,_4927,泰鼎國際股份有限公司,54384828,_	54384828,上市
4930,_4930,燦星網通股份有限公司,28986660,_	28986660,上市
4931,_4931,新盛力科技股份有限公司,70848850,_	70848850,上櫃
4933,_4933,友輝光電股份有限公司,80660088,_	80660088,上櫃
4934,_4934,太極能源科技股份有限公司,28675574,_	28675574,上市
4935,_4935,茂林光電科技(開曼)股份有限公司,26797925,_	26797925,上市
4938,_4938,和碩聯合科技股份有限公司,28689155,_	28689155,上市
4939,_4939,亞洲電材股份有限公司,80494173,_	80494173,上櫃
4942,_4942,嘉彰股份有限公司,22164527,_	22164527,上市
4943,_4943,開曼康而富控股股份有限公司,26320984,_	26320984,上市
4944,_4944,兆遠科技股份有限公司,12646223,_	12646223,上櫃
4945,_4945,陞達科技股份有限公司,70576858,_	70576858,上櫃
4946,_4946,紅心辣椒娛樂科技股份有限公司,28222209,_	28222209,上櫃
4947,_4947,昂寶電子股份有限公司,26326410,_	26326410,不繼續公開發行
4949,_4949,有成精密股份有限公司,80581850,_	80581850,興櫃
4950,_4950,牧東光電股份有限公司,24302624,_	24302624,上櫃
4951,_4951,精拓科技股份有限公司,80333472,_	80333472,上櫃
4952,_4952,凌通科技股份有限公司,80741441,_	80741441,上市
4953,_4953,緯創軟體股份有限公司,86714857,_	86714857,上櫃
4956,_4956,光鋐科技股份有限公司,28334226,_	28334226,上市
4958,_4958,臻鼎科技控股股份有限公司,26392564,_	26392564,上市
4960,_4960,誠美材料科技股份有限公司,27790294,_	27790294,上市
4961,_4961,天鈺科技股份有限公司,84149499,_	84149499,上市
4966,_4966,譜瑞科技股份有限公司,28422591,_	28422591,上櫃
4967,_4967,十銓科技股份有限公司,97418375,_	97418375,上市
4968,_4968,立積電子股份有限公司,80661880,_	80661880,上市
4971,_4971,英特磊科技股份有限公司,39954594,_	39954594,上櫃
4972,_4972,湯石照明科技股份有限公司,86831927,_	86831927,上櫃
4973,_4973,廣穎電通股份有限公司,80161908,_	80161908,上櫃
4974,_4974,亞泰影像科技股份有限公司,80640083,_	80640083,上櫃
4976,_4976,佳凌科技股份有限公司,70848492,_	70848492,上市
4977,_4977,眾達科技股份有限公司,31922986,_	31922986,上市
4979,_4979,華星光通科技股份有限公司,12927477,_	12927477,上櫃
4980,_4980,佐臻股份有限公司,97430202,_	97430202,興櫃
4981,_4981,可取國際股份有限公司,27976720,_	27976720,公開發行
4985,_4985,富相科技股份有限公司,23819587,_	23819587,公開發行
4987,_4987,科誠股份有限公司,84152965,_	84152965,上櫃
4989,_4989,李長榮科技股份有限公司,97173920,_	97173920,上市
4991,_4991,環宇通訊半導體控股股份有限公司,38612141,_	38612141,上櫃
4994,_4994,傳奇網路遊戲股份有限公司,12975809,_	12975809,上市
4995,_4995,晶達光電股份有限公司,70783202,_	70783202,上櫃
4999,_4999,鑫禾科技股份有限公司,13012009,_	13012009,上市
5007,_5007,三星科技股份有限公司,68040606,_	68040606,上市
5009,_5009,榮剛材料科技股份有限公司,84252697,_	84252697,上櫃
5011,_5011,久陽精密股份有限公司,7926511,_	07926511,上櫃
5013,_5013,強新工業股份有限公司,84703335,_	84703335,上櫃
5014,_5014,建錩實業股份有限公司,43912787,_	43912787,上櫃
5015,_5015,華祺工業股份有限公司,12494555,_	12494555,上櫃
5016,_5016,松和工業股份有限公司,85611896,_	85611896,上櫃
5102,_5102,富強輪胎工廠股份有限公司,59743302,_	59743302,不繼續公開發行
5201,_5201,凱衛資訊股份有限公司,21261212,_	21261212,上櫃
5202,_5202,力新國際科技股份有限公司,22645531,_	22645531,上櫃
5203,_5203,訊連科技股份有限公司,23829868,_	23829868,上市
5205,_5205,中茂能資系統整合科技(股)公司,23533366,_	23533366,上櫃
5205,_5205,中茂能資系統整合科技股份有限公司,23533366,_	23533366,上櫃
5206,_5206,坤悅開發股份有限公司,4738240,_	04738240,上櫃
5209,_5209,新鼎系統股份有限公司,22619999,_	22619999,上櫃
5210,_5210,寶碩財務科技股份有限公司,23131763,_	23131763,上櫃
5211,_5211,蒙恬科技股份有限公司,86287778,_	86287778,上櫃
5212,_5212,凌網科技股份有限公司,16541333,_	16541333,上櫃
5213,_5213,亞昕國際開發股份有限公司,89961389,_	89961389,上櫃
5215,_5215,科嘉(開曼)股份有限公司,31618486,_	31618486,上市
5216,_5216,台灣優燈股份有限公司,16772832,_	16772832,公開發行
5219,_5219,瑪居禮電波工業股份有限公司,4948484,_	04948484,不繼續公開發行
5220,_5220,萬達光電科技股份有限公司,80082329,_	80082329,上櫃
5222,_5222,全訊科技股份有限公司,16130296,_	16130296,上市
5223,_5223,安力國際股份有限公司,53000726,_	53000726,上櫃
5225,_5225,東科控股股份有限公司,37750975,_	37750975,上市
5227,_5227,蓋曼立凱電能科技(股)公司,31604336,_	31604336,上櫃
5227,_5227,蓋曼立凱電能科技股份有限公司,31604336,_	31604336,上櫃
5228,_5228,鈺鎧科技股份有限公司,86667046,_	86667046,上櫃
5230,_5230,雷笛克光學股份有限公司,28951775,_	28951775,上櫃
5233,_5233,有量科技股份有限公司,70498018,_	70498018,興櫃
5234,_5234,達興材料股份有限公司,28357108,_	28357108,上市
5236,_5236,凌陽創新科技股份有限公司,28112364,_	28112364,上櫃
5240,_5240,建騰創達科技股份有限公司,80503736,_	80503736,興櫃
5243,_5243,乙盛精密工業股份有限公司,1895435,_	01895435,上市
5244,_5244,弘凱光電股份有限公司,27877550,_	27877550,上市
5245,_5245,智晶光電股份有限公司,28023412,_	28023412,上櫃
5246,_5246,勵威電子股份有限公司,80086182,_	80086182,興櫃
5248,_5248,景傳光電股份有限公司,16834289,_	16834289,興櫃
5251,_5251,天鉞電子股份有限公司,86710851,_	86710851,上櫃
5254,_5254,欣訊科技股份有限公司,86731791,_	86731791,興櫃
5256,_5256,銳捷科技股份有限公司,27417352,_	27417352,不繼續公開發行
5258,_5258,虹堡科技股份有限公司,84188062,_	84188062,上市
5259,_5259,奕智博國際股份有限公司,86070530,_	86070530,不繼續公開發行
5260,_5260,見智科技股份有限公司,79983949,_	79983949,不繼續公開發行
5262,_5262,立達國際電子股份有限公司,25104761,_	25104761,興櫃
5263,_5263,智崴資訊科技股份有限公司,13158496,_	13158496,上櫃
5264,_5264,鎧勝控股有限公司,31912805,_	31912805,已下市
5267,_5267,龍翩真空科技股份有限公司,27390847,_	27390847,興櫃
5268,_5268,新科光電材料股份有限公司,27366467,_	27366467,不繼續公開發行
5269,_5269,祥碩科技股份有限公司,80688184,_	80688184,上市
5271,_5271,紘通企業股份有限公司,16576851,_	16576851,興櫃
5272,_5272,笙科電子股份有限公司,27952369,_	27952369,上櫃
5274,_5274,信驊科技股份有限公司,27490748,_	27490748,上櫃
5276,_5276,達輝股份有限公司,38547064,_	38547064,上櫃
5277,_5277,葳天科技股份有限公司,27473918,_	27473918,興櫃
5278,_5278,尚凡國際創新科技股份有限公司,80283629,_	80283629,上櫃
5281,_5281,大峽谷半導體照明系統(開曼),54398554,_	54398554,上櫃
5283,_5283,禾聯碩股份有限公司,80333058,_	80333058,上市
5284,_5284,經寶精密控股股份有限公司,41173259,_	41173259,上市
5285,_5285,界霖科技股份有限公司,12636560,_	12636560,上市
5286,_5286,育駿科技股份有限公司,24341485,_	24341485,不繼續公開發行
5287,_5287,數字科技股份有限公司,28466605,_	28466605,上櫃
5288,_5288,開曼商豐祥控股股份有限公司,38582821,_	38582821,上市
5289,_5289,宜鼎國際股份有限公司,27565769,_	27565769,上櫃
5291,_5291,邑昇實業股份有限公司,84808400,_	84808400,上櫃
5292,_5292,華懋科技股份有限公司,23492169,_	23492169,興櫃
5294,_5294,鋒霖科技股份有限公司,28078788,_	28078788,不繼續公開發行
5295,_5295,懷藝精密科技股份有限公司,69810321,_	69810321,公開發行
5297,_5297,廣化科技股份有限公司,16436867,_	16436867,興櫃
5298,_5298,合盈光電科技股份有限公司,12910264,_	12910264,公開發行
5299,_5299,杰力科技股份有限公司,28935446,_	28935446,上櫃
5301,_5301,寶得利國際股份有限公司,30866141,_	30866141,上櫃
5302,_5302,太欣半導體股份有限公司,47255828,_	47255828,上櫃
5304,_5304,鼎創達股份有限公司,4679663,_	04679663,不繼續公開發行
5305,_5305,敦南科技股份有限公司,23528103,_	23528103,不繼續公開發行
5306,_5306,桂盟國際股份有限公司,22099483,_	22099483,上市
5309,_5309,系統電子工業股份有限公司,20768310,_	20768310,上櫃
5310,_5310,天剛資訊股份有限公司,23534251,_	23534251,上櫃
5312,_5312,寶島光學科技股份有限公司,23530966,_	23530966,上櫃
5314,_5314,世紀民生科技股份有限公司,22099815,_	22099815,上櫃
5315,_5315,光聯科技股份有限公司,22100405,_	22100405,上櫃
5321,_5321,美而快國際股份有限公司,44043132,_	44043132,上櫃
5321,_5321,美而快國際股份有限公司,44043132,_	44043132,上櫃
5324,_5324,士林開發股份有限公司,5147030,_	05147030,上櫃
5328,_5328,華容股份有限公司,76409479,_	76409479,上櫃
5340,_5340,建榮工業材料股份有限公司,86691377,_	86691377,上櫃
5344,_5344,立衛科技股份有限公司,22099316,_	22099316,上櫃
5345,_5345,天揚精密科技股份有限公司,23827860,_	23827860,上櫃
5346,_5346,力晶創新投資控股股份有限公司,84149385,_	84149385,公開發行
5347,_5347,世界先進積體電路股份有限公司,84149358,_	84149358,上櫃
5348,_5348,正能量智能股份有限公司,22099673,_	22099673,上櫃
5348,_5348,正能量智能股份有限公司,22099673,_	22099673,上櫃
5349,_5349,先豐通訊股份有限公司,22554807,_	22554807,不繼續公開發行
5351,_5351,鈺創科技股份有限公司,22099694,_	22099694,上櫃
5353,_5353,台林電通股份有限公司,12278439,_	12278439,上櫃
5355,_5355,佳總興業股份有限公司,23063420,_	23063420,上櫃
5356,_5356,協益電子股份有限公司,35229109,_	35229109,上櫃
5364,_5364,力麗觀光開發股份有限公司,23615486,_	23615486,上櫃
5371,_5371,中強光電股份有限公司,22099907,_	22099907,上櫃
5381,_5381,合正科技股份有限公司,86332422,_	86332422,上櫃
5383,_5383,金利精密工業股份有限公司,35317291,_	35317291,上櫃
5386,_5386,青雲國際科技股份有限公司,21224842,_	21224842,上櫃
5387,_5387,茂德科技股份有限公司,84149809,_	84149809,公開發行
5388,_5388,中磊電子股份有限公司,86690573,_	86690573,上市
5392,_5392,能率創新股份有限公司,84901089,_	84901089,上櫃
5392,_5392,能率創新股份有限公司 ,84901089,_	84901089,上櫃
5398,_5398,慕康生技醫藥股份有限公司,4669623,_	04669623,上櫃
5403,_5403,中菲電腦股份有限公司,12358067,_	12358067,上櫃
5410,_5410,國眾電腦股份有限公司,1517124,_	01517124,上櫃
5425,_5425,台灣半導體股份有限公司,34286449,_	34286449,上櫃
5426,_5426,振發實業股份有限公司,35320697,_	35320697,上櫃
5432,_5432,新門科技股份有限公司,23746488,_	23746488,上櫃
5432,_5432,新門科技股份有限公司,23746488,_	23746488,上櫃
5434,_5434,崇越科技股份有限公司,23621614,_	23621614,上市
5438,_5438,東友科技股份有限公司,16091527,_	16091527,上櫃
5439,_5439,高技企業股份有限公司,22773079,_	22773079,上櫃
5443,_5443,均豪精密工業股份有限公司,33838628,_	33838628,上櫃
5450,_5450,南良國際股份有限公司,23438530,_	23438530,上櫃
5450,_5450,南良國際股份有限公司,23438530,_	23438530,上櫃
5452,_5452,佶優科技股份有限公司,86266274,_	86266274,上櫃
5455,_5455,昇益開發股份有限公司,86233176,_	86233176,上櫃
5457,_5457,宣德科技股份有限公司,23866949,_	23866949,上櫃
5460,_5460,同協電子股份有限公司,33701355,_	33701355,上櫃
5464,_5464,霖宏科技股份有限公司,89396770,_	89396770,上櫃
5465,_5465,富驊企業股份有限公司,36270626,_	36270626,上櫃
5468,_5468,凱鈺科技股份有限公司,84149245,_	84149245,上櫃
5469,_5469,瀚宇博德股份有限公司,23225071,_	23225071,上市
5471,_5471,松翰科技股份有限公司,97063584,_	97063584,上市
5474,_5474,聰泰科技開發股份有限公司,23902678,_	23902678,上櫃
5475,_5475,德宏工業股份有限公司,97178087,_	97178087,上櫃
5478,_5478,智冠科技股份有限公司,81231585,_	81231585,上櫃
5481,_5481,新華泰富股份有限公司,23790625,_	23790625,上櫃
5483,_5483,中美矽晶製品股份有限公司,47238650,_	47238650,上櫃
5484,_5484,慧友電子股份有限公司,89639615,_	89639615,上市
5487,_5487,通泰積體電路股份有限公司,22321575,_	22321575,上櫃
5488,_5488,松普科技股份有限公司,43900488,_	43900488,上櫃
5489,_5489,彩富電子股份有限公司,86157450,_	86157450,上櫃
5490,_5490,同亨科技股份有限公司,84149929,_	84149929,上櫃
5493,_5493,三聯科技股份有限公司,3051501,_	03051501,上櫃
5498,_5498,凱崴電子股份有限公司,97326828,_	97326828,上櫃
5508,_5508,永信建設開發股份有限公司,22417810,_	22417810,上櫃
5511,_5511,德昌營造股份有限公司,22132814,_	22132814,上櫃
5512,_5512,力麒建設股份有限公司,86690644,_	86690644,上櫃
5514,_5514,三豐建設股份有限公司,22817225,_	22817225,上櫃
5515,_5515,建國工程股份有限公司,46298200,_	46298200,上市
5516,_5516,雙喜營造股份有限公司,47254476,_	47254476,上櫃
5519,_5519,隆大營建事業股份有限公司,85898033,_	85898033,上市
5520,_5520,力泰建設企業股份有限公司,66410981,_	66410981,上櫃
5521,_5521,工信工程股份有限公司,3028404,_	03028404,上市
5522,_5522,遠雄建設事業股份有限公司,4673318,_	04673318,上市
5523,_5523,豐謙建設股份有限公司,66629349,_	66629349,上櫃
5525,_5525,順天建設股份有限公司,22764965,_	22764965,上市
5529,_5529,鉅陞國際開發股份有限公司,58250510,_	58250510,上櫃
5529,_5529,鉅陞國際開發股份有限公司,58250510,_	58250510,上櫃
5530,_5530,龍巖股份有限公司,22415496,_	22415496,上櫃
5531,_5531,鄉林建設事業股份有限公司,23641822,_	23641822,上市
5533,_5533,皇鼎建設開發股份有限公司,23988653,_	23988653,上市
5534,_5534,長虹建設股份有限公司,4633597,_	04633597,上市
5536,_5536,聖暉工程科技股份有限公司,52524653,_	52524653,上櫃
5538,_5538,開曼東明控股股份有限公司,2769941,_	02769941,上市
5541,_5541,廣朋實業股份有限公司,80665204,_	80665204,公開發行
5543,_5543,桓鼎股份有限公司,28994275,_	28994275,上櫃
5543,_5543,桓鼎股份有限公司 ,28994275,_	28994275,上櫃
5546,_5546,永固集團股份有限公司,77211448,_	77211448,上市
5547,_5547,久舜營造股份有限公司,84548046,_	84548046,興櫃
5548,_5548,安倉營造股份有限公司,4267141,_	04267141,興櫃
5601,_5601,臺聯貨櫃通運股份有限公司,701122,_	00701122,上櫃
5603,_5603,陸海股份有限公司,4927158,_	04927158,上櫃
5604,_5604,中連誠企業股份有限公司,51125209,_	51125209,上櫃
5607,_5607,遠雄自貿港投資控股股份有限公司,86121030,_	86121030,上市
5608,_5608,四維航業股份有限公司,12551801,_	12551801,上市
5609,_5609,中菲行國際物流股份有限公司,1176152,_	01176152,上櫃
5701,_5701,劍湖山世界股份有限公司,22265047,_	22265047,上櫃
5703,_5703,亞都麗緻大飯店股份有限公司,12144501,_	12144501,上櫃
5704,_5704,知本老爺大酒店股份有限公司,23637974,_	23637974,上櫃
5706,_5706,鳳凰國際旅行社股份有限公司,11322915,_	11322915,上市
5820,_5820,日盛金融控股股份有限公司,70796826,_	70796826,不繼續公開發行
5827,_5827,華泰商業銀行股份有限公司,16831570,_	16831570,公開發行
5828,_5828,富邦產物保險股份有限公司,70826461,_	70826461,公開發行
5830,_5830,三信商業銀行股份有限公司,16832487,_	16832487,公開發行
5831,_5831,新光人壽保險股份有限公司,3458902,_	03458902,公開發行
5833,_5833,元大證券金融股份有限公司,5067113,_	05067113,公開發行
5834,_5834,兆豐產物保險股份有限公司,3090217,_	03090217,公開發行
5835,_5835,國泰世華商業銀行股份有限公司,4231910,_	04231910,公開發行
5836,_5836,台北富邦商業銀行股份有限公司,3750168,_	03750168,公開發行
5838,_5838,華南商業銀行股份有限公司,3742301,_	03742301,公開發行
5839,_5839,中華開發資本股份有限公司,11147207,_	11147207,公開發行
5840,_5840,國際票券金融股份有限公司,12100285,_	12100285,公開發行
5841,_5841,中國信託商業銀行股份有限公司,3077208,_	03077208,公開發行
5842,_5842,兆豐票券金融股份有限公司,14067826,_	14067826,公開發行
5843,_5843,兆豐國際商業銀行股份有限公司,3705903,_	03705903,公開發行
5844,_5844,第一商業銀行股份有限公司,5052322,_	05052322,公開發行
5846,_5846,國泰人壽保險股份有限公司,3374707,_	03374707,公開發行
5847,_5847,玉山商業銀行股份有限公司,86517510,_	86517510,公開發行
5848,_5848,台新國際商業銀行股份有限公司,86519539,_	86519539,公開發行
5849,_5849,永豐商業銀行股份有限公司,86517384,_	86517384,公開發行
5850,_5850,日盛國際商業銀行股份有限公司,86521704,_	86521704,不繼續公開發行
5852,_5852,元大商業銀行股份有限公司,86517315,_	86517315,公開發行
5854,_5854,合作金庫商業銀行股份有限公司,70799128,_	70799128,公開發行
5857,_5857,臺灣土地銀行,3700301,_	03700301,公開發行
5858,_5858,臺灣銀行股份有限公司,3557311,_	03557311,公開發行
5859,_5859,遠雄人壽保險事業股份有限公司,84703052,_	84703052,興櫃
5862,_5862,板信商業銀行股份有限公司,16093877,_	16093877,公開發行
5863,_5863,瑞興商業銀行股份有限公司,28417921,_	28417921,興櫃
5864,_5864,致和證券股份有限公司,23530683,_	23530683,上櫃
5865,_5865,富邦人壽保險股份有限公司,27935073,_	27935073,公開發行
5866,_5866,統一期貨股份有限公司,84310042,_	84310042,公開發行
5867,_5867,康和期貨股份有限公司,16848544,_	16848544,公開發行
5868,_5868,臺灣金融控股股份有限公司,28428379,_	28428379,公開發行
5870,_5870,花旗〈台灣〉商業銀行(股),28421312,_	28421312,公開發行
5871,_5871,中租控股股份有限公司,26389569,_	26389569,上市
5872,_5872,匯豐(台灣)商業銀行股份有限公司,28990720,_	28990720,公開發行
5873,_5873,全球人壽保險股份有限公司,70817744,_	70817744,公開發行
5874,_5874,南山人壽保險股份有限公司,11456006,_	11456006,公開發行
5875,_5875,星展(台灣)商業銀行股份有限公司,53017509,_	53017509,公開發行
5876,_5876,上海商業儲蓄銀行股份有限公司,3036306,_	03036306,上市
5878,_5878,台名保險經紀人股份有限公司,80287239,_	80287239,上櫃
5880,_5880,合作金庫金融控股股份有限公司,53021433,_	53021433,上市
5901,_5901,中友百貨股份有限公司,23824097,_	23824097,公開發行
5902,_5902,德記洋行股份有限公司,22358925,_	22358925,上櫃
5903,_5903,全家便利商店股份有限公司,23060248,_	23060248,上櫃
5904,_5904,寶雅國際股份有限公司,97151664,_	97151664,上櫃
5905,_5905,南仁湖育樂股份有限公司,23524280,_	23524280,上櫃
5906,_5906,台南生活(開曼)股份有限公司,36855058,_	36855058,上市
5907,_5907,Grand Ocean RetailGroupLimited,53013068,_	53013068,上市
6005,_6005,群益金鼎證券股份有限公司,22956035,_	22956035,上市
6008,_6008,凱基證券股份有限公司,23111915,_	23111915,公開發行
6015,_6015,宏遠證券股份有限公司,3027502,_	03027502,上櫃
6016,_6016,康和綜合證券股份有限公司,23824511,_	23824511,上櫃
6020,_6020,大展證券股份有限公司,22955802,_	22955802,上櫃
6021,_6021,美好證券股份有限公司,22957098,_	22957098,上櫃
6023,_6023,元大期貨股份有限公司,97179282,_	97179282,上櫃
6024,_6024,群益期貨股份有限公司,97176335,_	97176335,上市
6025,_6025,臺銀人壽保險股份有限公司,28428384,_	28428384,公開發行
6026,_6026,福邦證券股份有限公司,23471214,_	23471214,上櫃
6027,_6027,德信綜合證券(股)公司,23470432,_	23470432,興櫃
6028,_6028,公勝保險經紀人股份有限公司,84200994,_	84200994,興櫃
6029,_6029,和泰產物保險股份有限公司,3435009,_	03435009,公開發行
6030,_6030,樂天國際商業銀行股份有限公司,83794245,_	83794245,公開發行
6031,_6031,連線商業銀行股份有限公司,83477590,_	83477590,公開發行
6032,_6032,國際連股份有限公司,24478209,_	24478209,公開發行
6033,_6033,一卡通票證股份有限公司,54376691,_	54376691,公開發行
6034,_6034,愛金卡股份有限公司,54650114,_	54650114,公開發行
6035,_6035,悠遊卡股份有限公司,70765909,_	70765909,興櫃
6036,_6036,橘子支行動支付股份有限公司,24706576,_	24706576,公開發行
6037,_6037,簡單行動支付股份有限公司,54352706,_	54352706,公開發行
6038,_6038,街口電子支付股份有限公司,52799857,_	52799857,公開發行
6039,_6039,將來商業銀行股份有限公司,83504978,_	83504978,公開發行
6040,_6040,全支付電子支付股份有限公司,83190786,_	83190786,公開發行
6101,_6101,寬魚國際股份有限公司,23466893,_	23466893,上櫃
6103,_6103,合邦電子股份有限公司,84149569,_	84149569,上櫃
6104,_6104,創惟科技股份有限公司,97435451,_	97435451,上櫃
6108,_6108,競國實業股份有限公司,36084833,_	36084833,上市
6109,_6109,亞元科技股份有限公司,23727428,_	23727428,上櫃
6111,_6111,大宇資訊股份有限公司,16612907,_	16612907,上櫃
6112,_6112,邁達特數位股份有限公司,16428796,_	16428796,上市
6112,_6112,邁達特數位股份有限公司,16428796,_	16428796,上市
6113,_6113,亞矽科技股份有限公司,22033899,_	22033899,上櫃
6114,_6114,久威國際股份有限公司,43880075,_	43880075,上櫃
6115,_6115,鎰勝工業股份有限公司,22304288,_	22304288,上市
6116,_6116,瀚宇彩晶股份有限公司,16450500,_	16450500,上市
6117,_6117,迎廣科技股份有限公司,9497109,_	09497109,上市
6118,_6118,建達國際股份有限公司,89621848,_	89621848,上櫃
6120,_6120,達運精密工業股份有限公司,23504361,_	23504361,上市
6121,_6121,新普科技股份有限公司,86620351,_	86620351,上櫃
6122,_6122,擎邦國際科技工程股份有限公司,5114306,_	05114306,上櫃
6123,_6123,上奇科技股份有限公司,86162989,_	86162989,上櫃
6124,_6124,業強科技股份有限公司,84900878,_	84900878,上櫃
6125,_6125,廣運機械工程股份有限公司,4757891,_	04757891,上櫃
6126,_6126,信音企業股份有限公司,47122187,_	47122187,上櫃
6127,_6127,九豪精密陶瓷股份有限公司,86412635,_	86412635,上櫃
6128,_6128,上福全球科技股份有限公司,56625344,_	56625344,上市
6129,_6129,普誠科技股份有限公司,22050539,_	22050539,上櫃
6130,_6130,上亞科技股份有限公司,84659035,_	84659035,上櫃
6130,_6130,上亞科技股份有限公司,84659035,_	84659035,上櫃
6131,_6131,鈞泰國際股份有限公司,86664884,_	86664884,不繼續公開發行
6133,_6133,金橋科技股份有限公司,4865462,_	04865462,上市
6134,_6134,萬旭電業股份有限公司,22522622,_	22522622,上櫃
6136,_6136,富爾特科技股份有限公司,86616791,_	86616791,上市
6138,_6138,茂達電子股份有限公司,16252902,_	16252902,上櫃
6139,_6139,亞翔工程股份有限公司,12204275,_	12204275,上市
6140,_6140,訊達電腦股份有限公司,30990747,_	30990747,上櫃
6141,_6141,柏承科技股份有限公司,23750095,_	23750095,上市
6142,_6142,友勁科技股份有限公司,22099744,_	22099744,上市
6143,_6143,振曜科技股份有限公司,16084080,_	16084080,上櫃
6144,_6144,得利影視股份有限公司,89398566,_	89398566,上櫃
6146,_6146,耕興股份有限公司,97491093,_	97491093,上櫃
6147,_6147,頎邦科技股份有限公司,16130009,_	16130009,上櫃
6148,_6148,驊宏資通股份有限公司,86468118,_	86468118,上櫃
6150,_6150,撼訊科技股份有限公司,16238655,_	16238655,上櫃
6151,_6151,晉倫科技股份有限公司,12390496,_	12390496,上櫃
6152,_6152,百一電子股份有限公司,89549585,_	89549585,上市
6153,_6153,嘉聯益科技股份有限公司,86980046,_	86980046,上市
6154,_6154,順發電腦股份有限公司,89743949,_	89743949,上櫃
6155,_6155,鈞寶電子工業股份有限公司,22306130,_	22306130,上市
6156,_6156,松上電子股份有限公司,22944019,_	22944019,上櫃
6158,_6158,禾昌興業股份有限公司,22006020,_	22006020,上櫃
6160,_6160,欣技資訊股份有限公司,23058518,_	23058518,上櫃
6161,_6161,捷波資訊股份有限公司,22178466,_	22178466,上櫃
6163,_6163,華電聯網股份有限公司,84778623,_	84778623,上櫃
6164,_6164,華興電子工業股份有限公司,34168978,_	34168978,上市
6165,_6165,浪凡網路科技股份有限公司,4386575,_	04386575,上市
6166,_6166,凌華科技股份有限公司,89593343,_	89593343,上市
6167,_6167,久正光電股份有限公司,22100566,_	22100566,上櫃
