公司代號,_公司代號,公司名稱,統一編號,_統一編號,市場別
2812,_2812,台中商業銀行股份有限公司,51816908,_	51816908,上市
2816,_2816,旺旺友聯產物保險股份有限公司,3110001,_	03110001,上市
2820,_2820,中華票券金融股份有限公司,12198359,_	12198359,上市
2823,_2823,中國人壽保險股份有限公司,3434016,_	03434016,公開發行
2832,_2832,台灣產物保險股份有限公司,3557115,_	03557115,上市
2833,_2833,台灣人壽保險股份有限公司,3557017,_	03557017,公開發行
2834,_2834,臺灣中小企業銀行股份有限公司,3793407,_	03793407,上市
2836,_2836,高雄銀行股份有限公司,79854797,_	79854797,上市
2837,_2837,凱基商業銀行股份有限公司,86517321,_	86517321,公開發行
2838,_2838,聯邦商業銀行股份有限公司,86380802,_	86380802,上市
2841,_2841,台灣土地開發股份有限公司,3701104,_	03701104,不繼續公開發行
2845,_2845,遠東國際商業銀行股份有限公司,86517096,_	86517096,上市
2848,_2848,華南產物保險股份有限公司,3415101,_	03415101,公開發行
2849,_2849,安泰商業銀行股份有限公司,86928561,_	86928561,上市
2850,_2850,新光產物保險股份有限公司,3458403,_	03458403,上市
2851,_2851,中央再保險股份有限公司,11081991,_	11081991,上市
2852,_2852,第一產物保險股份有限公司,3359109,_	03359109,上市
2855,_2855,統一綜合證券股份有限公司,23218183,_	23218183,上市
2856,_2856,元富證券股份有限公司,23357868,_	23357868,公開發行
2858,_2858,中租迪和股份有限公司,5072925,_	05072925,公開發行
2863,_2863,泰安產物保險股份有限公司,3336704,_	03336704,公開發行
2867,_2867,三商美邦人壽保險股份有限公司,84443471,_	84443471,上市
2872,_2872,台灣票券金融股份有限公司,89396292,_	89396292,公開發行
2873,_2873,大中票券金融股份有限公司,89391748,_	89391748,公開發行
2874,_2874,萬通票券金融股份有限公司,89398334,_	89398334,公開發行
2876,_2876,宏泰人壽保險股份有限公司,84894313,_	84894313,公開發行
2877,_2877,國泰世紀產物保險股份有限公司,84445772,_	84445772,公開發行
2880,_2880,華南金融控股股份有限公司,70826764,_	70826764,上市
2881,_2881,富邦金融控股股份有限公司,3374805,_	03374805,上市
2882,_2882,國泰金融控股股份有限公司,70827406,_	70827406,上市
2883,_2883,中華開發金融控股股份有限公司,70827383,_	70827383,上市
2884,_2884,玉山金融控股股份有限公司,70796305,_	70796305,上市
2885,_2885,元大金融控股股份有限公司,70796749,_	70796749,上市
2886,_2886,兆豐金融控股股份有限公司,70796754,_	70796754,上市
2887,_2887,台新金融控股股份有限公司,80328055,_	80328055,上市
2888,_2888,新光金融控股股份有限公司,80328219,_	80328219,上市
2889,_2889,國票金融控股股份有限公司,80330257,_	80330257,上市
2890,_2890,永豐金融控股股份有限公司,80333183,_	80333183,上市
2891,_2891,中國信託金融控股股份有限公司,80333992,_	80333992,上市
2892,_2892,第一金融控股股份有限公司,80351999,_	80351999,上市
2893,_2893,臺灣新光商業銀行股份有限公司,97172648,_	97172648,公開發行
2894,_2894,大慶票券金融股份有限公司,97172915,_	97172915,公開發行
2895,_2895,陽信商業銀行股份有限公司,16091049,_	16091049,公開發行
2897,_2897,王道商業銀行股份有限公司,70745361,_	70745361,上市
2899,_2899,台北金融大樓股份有限公司,16095410,_	16095410,公開發行
2901,_2901,欣欣大眾市場股份有限公司,11364230,_	11364230,上市
2903,_2903,遠東百貨股份有限公司,3521905,_	03521905,上市
2904,_2904,匯僑股份有限公司,12195466,_	12195466,上市
2905,_2905,三商投資控股股份有限公司,11052709,_	11052709,上市
2906,_2906,高林實業股份有限公司,11547230,_	11547230,上市
2908,_2908,特力股份有限公司,20795246,_	20795246,上市
2910,_2910,統領百貨股份有限公司,20937863,_	20937863,上市
2911,_2911,麗嬰房股份有限公司,4377371,_	04377371,上市
2912,_2912,統一超商股份有限公司,22555003,_	22555003,上市
2913,_2913,台灣農林股份有限公司,7525207,_	07525207,上市
2915,_2915,潤泰全球股份有限公司,14053007,_	14053007,上市
2916,_2916,滿心企業股份有限公司,12498877,_	12498877,上櫃
2920,_2920,海景世界企業股份有限公司,70739971,_	70739971,公開發行
2923,_2923,鼎固控股有限公司,31896684,_	31896684,上市
2924,_2924,開曼群島宏太股份有限公司,26335810,_	26335810,上櫃
2924,_2924,開曼群島宏太股份有限公司,26335810,_	26335810,上櫃
2926,_2926,誠品生活股份有限公司,27952966,_	27952966,上櫃
2928,_2928,紅馬集團股份有限公司,54962284,_	54962284,不繼續公開發行
2929,_2929,淘帝國際控股有限公司,54381224,_	54381224,上市
2936,_2936,客思達股份有限公司,47585813,_	47585813,不繼續公開發行
2937,_2937,集雅社股份有限公司,89266170,_	89266170,上櫃
2938,_2938,床的世界股份有限公司,80646713,_	80646713,興櫃
2939,_2939,凱羿國際集團股份有限公司,72768516,_	72768516,上市
2940,_2940,歐都納股份有限公司,59112564,_	59112564,公開發行
2941,_2941,米斯特國際企業股份有限公司,53167020,_	53167020,興櫃
2942,_2942,京站實業股份有限公司,28710621,_	28710621,興櫃
2945,_2945,三商家購股份有限公司,54164937,_	54164937,上市
2947,_2947,振宇五金股份有限公司,29092696,_	29092696,上櫃
2948,_2948,寶陞國際股份有限公司,52330474,_	52330474,興櫃
2949,_2949,欣新網股份有限公司,54357012,_	54357012,興櫃
3002,_3002,歐格電子股份有限公司,31306250,_	31306250,上市
3003,_3003,健和興端子股份有限公司,59276051,_	59276051,上市
3004,_3004,豐達科技股份有限公司(原宏達),16095404,_	16095404,上市
3005,_3005,神基投資控股股份有限公司,22099532,_	22099532,上市
3006,_3006,晶豪科技股份有限公司,16130280,_	16130280,上市
3008,_3008,大立光電股份有限公司,22480876,_	22480876,上市
3010,_3010,華立企業股份有限公司,75514419,_	75514419,上市
3011,_3011,今皓實業股份有限公司,20950226,_	20950226,上市
3013,_3013,晟銘電子科技股份有限公司,4777186,_	04777186,上市
3014,_3014,聯陽半導體股份有限公司,84149717,_	84149717,上市
3015,_3015,全漢企業股份有限公司,84239055,_	84239055,上市
3016,_3016,嘉晶電子股份有限公司,16130388,_	16130388,上市
3017,_3017,奇鋐科技股份有限公司,86427715,_	86427715,上市
3018,_3018,隆銘綠能科技工程股份有限公司,96924451,_	96924451,上市
3018,_3018,隆銘綠能科技工程股份有限公司,96924451,_	96924451,上市
3019,_3019,亞洲光學股份有限公司,55921894,_	55921894,上市
3021,_3021,鴻名企業股份有限公司,84274833,_	84274833,上市
3022,_3022,威強電工業電腦股份有限公司,97445303,_	97445303,上市
3023,_3023,信邦電子股份有限公司,23542766,_	23542766,上市
3024,_3024,憶聲電子股份有限公司,44955117,_	44955117,上市
3025,_3025,星通資訊股份有限公司,22099863,_	22099863,上市
3026,_3026,禾伸堂企業股份有限公司,20891326,_	20891326,上市
3027,_3027,盛達電業股份有限公司,33659498,_	33659498,上市
3028,_3028,增你強股份有限公司,12401698,_	12401698,上市
3029,_3029,零壹科技股份有限公司,30922431,_	30922431,上市
3030,_3030,德律科技股份有限公司,23292535,_	23292535,上市
3031,_3031,佰鴻工業股份有限公司,34452164,_	34452164,上市
3032,_3032,偉訓科技股份有限公司,69577160,_	69577160,上市
3033,_3033,威健實業股份有限公司,4648938,_	04648938,上市
3034,_3034,聯詠科技股份有限公司,84149955,_	84149955,上市
3035,_3035,智原科技股份有限公司,84149060,_	84149060,上市
3036,_3036,文曄科技股份有限公司,84498860,_	84498860,上市
3037,_3037,欣興電子股份有限公司,23535435,_	23535435,上市
3038,_3038,全台晶像股份有限公司,89261652,_	89261652,上市
3040,_3040,遠見科技股份有限公司,22050221,_	22050221,上市
3041,_3041,揚智科技股份有限公司,84149054,_	84149054,上市
3042,_3042,台灣晶技股份有限公司,21204867,_	21204867,上市
3043,_3043,科風股份有限公司,22485794,_	22485794,上市
3044,_3044,健鼎科技股份有限公司,86379707,_	86379707,上市
3045,_3045,台灣大哥大股份有限公司,97176270,_	97176270,上市
3046,_3046,建碁股份有限公司,97306457,_	97306457,上市
3047,_3047,訊舟科技股份有限公司,22164580,_	22164580,上市
3048,_3048,益登科技股份有限公司,97099302,_	97099302,上市
3049,_3049,精金科技股份有限公司,70750217,_	70750217,上市
3049,_3049,精金科技股份有限公司,70750217,_	70750217,上市
3050,_3050,鈺德科技股份有限公司,84785413,_	84785413,上市
3051,_3051,力特光電科技股份有限公司,16439169,_	16439169,上市
3052,_3052,夆典科技開發股份有限公司,20730758,_	20730758,上市
3054,_3054,立萬利創新股份有限公司,86143822,_	86143822,上市
3055,_3055,蔚華科技股份有限公司,22729784,_	22729784,上市
3056,_3056,富華創新股份有限公司,16264908,_	16264908,上市
3056,_3056,富華創新股份有限公司,16264908,_	16264908,上市
3057,_3057,喬鼎資訊股份有限公司,22099738,_	22099738,上市
3058,_3058,立德電子股份有限公司,38019280,_	38019280,上市
3059,_3059,華晶科技股份有限公司,97307625,_	97307625,上市
3060,_3060,銘異科技股份有限公司,30897480,_	30897480,上市
3062,_3062,建漢科技股份有限公司,16594892,_	16594892,上市
3064,_3064,泰偉電子股份有限公司,70613972,_	70613972,上櫃
3066,_3066,李洲科技股份有限公司,4541794,_	04541794,上櫃
3067,_3067,全域股份有限公司,4934334,_	04934334,上櫃
3071,_3071,協禧電機股份有限公司,90724033,_	90724033,上櫃
3073,_3073,天方能源科技股份有限公司,86298705,_	86298705,上櫃
3073,_3073,天方能源科技股份有限公司,86298705,_	86298705,上櫃
3078,_3078,僑威科技股份有限公司,84573516,_	84573516,上櫃
3081,_3081,聯亞光電工業股份有限公司,16022634,_	16022634,上櫃
3083,_3083,中華網龍股份有限公司,70541704,_	70541704,上櫃
3085,_3085,創新新零售股份有限公司,89836340,_	89836340,上櫃
3086,_3086,華義國際數位娛樂股份有限公司,84453385,_	84453385,上櫃
3088,_3088,艾訊股份有限公司,23718011,_	23718011,上櫃
3089,_3089,億杰科技股份有限公司,84167600,_	84167600,上櫃
3089,_3089,億杰科技股份有限公司,84167600,_	84167600,上櫃
3090,_3090,日電貿股份有限公司,84116878,_	84116878,上市
3092,_3092,鴻碩精密電工股份有限公司,86318408,_	86318408,上市
3093,_3093,台灣港建股份有限公司,4655310,_	04655310,上櫃
3094,_3094,聯傑國際股份有限公司,84149759,_	84149759,上市
3095,_3095,及成企業股份有限公司,33724081,_	33724081,上櫃
3097,_3097,拍檔科技股份有限公司,23622986,_	23622986,興櫃
3105,_3105,穩懋半導體股份有限公司,70752257,_	70752257,上櫃
3114,_3114,好德科技股份有限公司,20799897,_	20799897,上櫃
3115,_3115,富育榮綱股份有限公司,86825235,_	86825235,上櫃
3115,_3115,富育榮綱股份有限公司,86825235,_	86825235,上櫃
3117,_3117,年程科技股份有限公司,89379218,_	89379218,興櫃
3118,_3118,進階生物科技股份有限公司,23348952,_	23348952,上櫃
3122,_3122,笙泉科技股份有限公司,16945166,_	16945166,上櫃
3128,_3128,昇銳電子股份有限公司,22601576,_	22601576,上櫃
3130,_3130,一零四資訊科技股份有限公司,84598349,_	84598349,上市
3131,_3131,弘塑科技股份有限公司,84355899,_	84355899,上櫃
3135,_3135,凌航科技股份有限公司,16561718,_	16561718,興櫃
3138,_3138,耀登科技股份有限公司,23573774,_	23573774,上市
3141,_3141,晶宏半導體股份有限公司,70392248,_	70392248,上櫃
3144,_3144,新揚科技股份有限公司,70774800,_	70774800,不繼續公開發行
3147,_3147,大綜電腦系統股份有限公司,86059612,_	86059612,上櫃
3149,_3149,正達國際光電股份有限公司,97049373,_	97049373,上市
3150,_3150,鈺寶科技股份有限公司,16372688,_	16372688,興櫃
3151,_3151,智泰科技股份有限公司,89706487,_	89706487,不繼續公開發行
3152,_3152,璟德電子工業股份有限公司,16443570,_	16443570,上櫃
3157,_3157,台灣之星電信股份有限公司,70769567,_	70769567,公開發行
3158,_3158,嘉實資訊股份有限公司,16795856,_	16795856,興櫃
3162,_3162,精確實業股份有限公司,86406401,_	86406401,上櫃
3163,_3163,波若威科技股份有限公司,16586555,_	16586555,上櫃
3164,_3164,景岳生物科技股份有限公司,12715847,_	12715847,上市
3167,_3167,大量科技股份有限公司,43938484,_	43938484,上市
3168,_3168,眾福科技股份有限公司,16274722,_	16274722,興櫃
3169,_3169,亞信電子股份有限公司,84149435,_	84149435,上櫃
3171,_3171,新洲全球股份有限公司,23945965,_	23945965,上櫃
3176,_3176,基亞生物科技股份有限公司,70760897,_	70760897,上櫃
3178,_3178,公準精密工業股份有限公司,75940820,_	75940820,上櫃
3184,_3184,微邦科技股份有限公司,97454724,_	97454724,興櫃
3188,_3188,鑫龍騰開發股份有限公司,12667444,_	12667444,上櫃
3189,_3189,景碩科技股份有限公司,70785139,_	70785139,上市
3191,_3191,雲嘉南科技股份有限公司,86105242,_	86105242,上櫃
3191,_3191,雲嘉南科技股份有限公司,86105242,_	86105242,上櫃
3197,_3197,源河生技應用股份有限公司,16130893,_	16130893,公開發行
3202,_3202,樺晟電子股份有限公司,39607700,_	39607700,上櫃
3205,_3205,佰研生化科技股份有限公司,16313696,_	16313696,上櫃
3206,_3206,志豐電子股份有限公司,31109687,_	31109687,上櫃
3207,_3207,耀勝電子股份有限公司,86534980,_	86534980,上櫃
3209,_3209,全科科技股份有限公司,86027892,_	86027892,上市
3211,_3211,順達科技股份有限公司,16596982,_	16596982,上櫃
3213,_3213,茂訊電腦股份有限公司,23631726,_	23631726,上櫃
3217,_3217,優群科技股份有限公司,22575850,_	22575850,上櫃
3218,_3218,大學光學科技股份有限公司,84926791,_	84926791,上櫃
3219,_3219,倚強科技股份有限公司,86865138,_	86865138,上櫃
3221,_3221,台灣嘉碩科技股份有限公司,16264983,_	16264983,上櫃
3224,_3224,三顧股份有限公司,16657495,_	16657495,上櫃
3226,_3226,至寶光電股份有限公司,22193115,_	22193115,上櫃
3227,_3227,原相科技股份有限公司,16633261,_	16633261,上櫃
3228,_3228,金麗科技股份有限公司,16200855,_	16200855,上櫃
3229,_3229,晟鈦股份有限公司,22570840,_	22570840,上市
3230,_3230,錦明實業股份有限公司,22490277,_	22490277,上櫃
3231,_3231,緯創資通股份有限公司,12868358,_	12868358,上市
3232,_3232,昱捷股份有限公司,22731120,_	22731120,上櫃
3234,_3234,光環科技股份有限公司,16211142,_	16211142,上櫃
3236,_3236,千如電機工業股份有限公司,45011782,_	45011782,上櫃
3252,_3252,海灣國際開發(股)公司,84919932,_	84919932,上櫃
3257,_3257,虹冠電子工業股份有限公司,16130417,_	16130417,上市
3259,_3259,鑫創科技股份有限公司,16766959,_	16766959,上櫃
3260,_3260,威剛科技股份有限公司,12861019,_	12861019,上櫃
3264,_3264,欣銓科技股份有限公司,70751779,_	70751779,上櫃
3265,_3265,台星科股份有限公司,70552666,_	70552666,上櫃
3266,_3266,昇陽建設企業股份有限公司,84141187,_	84141187,上市
3268,_3268,海德威電子工業股份有限公司,86105539,_	86105539,上櫃
3272,_3272,東碩資訊股份有限公司,84126144,_	84126144,上櫃
3276,_3276,宇環科技股份有限公司,70684527,_	70684527,上櫃
3280,_3280,龍生工業股份有限公司,76025369,_	76025369,不繼續公開發行
3284,_3284,太普高精密影像股份有限公司,16469727,_	16469727,上櫃
3285,_3285,微端科技股份有限公司,89649873,_	89649873,上櫃
3287,_3287,廣寰科技股份有限公司,70360251,_	70360251,上櫃
3288,_3288,點晶科技股份有限公司,97334073,_	97334073,上櫃
3289,_3289,宜特科技股份有限公司,89845410,_	89845410,上櫃
3290,_3290,東浦精密光電股份有限公司,89347602,_	89347602,上櫃
3293,_3293,鈊象電子股份有限公司,23519738,_	23519738,上櫃
3294,_3294,英濟股份有限公司,86362776,_	86362776,上櫃
3296,_3296,勝德國際研發股份有限公司,12702977,_	12702977,上市
3297,_3297,杭特電子股份有限公司,23133690,_	23133690,上櫃
3303,_3303,岱稜科技股份有限公司,23842911,_	23842911,上櫃
3305,_3305,昇貿科技股份有限公司,4789211,_	04789211,上市
3306,_3306,鼎天國際股份有限公司,16433708,_	16433708,上櫃
3308,_3308,聯德電子股份有限公司,22749711,_	22749711,上市
3310,_3310,佳穎精密企業股份有限公司,22948084,_	22948084,上櫃
3311,_3311,閎暉實業股份有限公司,12956063,_	12956063,上市
3312,_3312,弘憶國際股份有限公司,89613636,_	89613636,上市
3313,_3313,斐成開發科技股份有限公司,84341994,_	84341994,上櫃
3317,_3317,尼克森微電子股份有限公司,16752651,_	16752651,上櫃
3321,_3321,同泰電子科技股份有限公司,23983947,_	23983947,上市
3322,_3322,建舜電子製造股份有限公司,34145259,_	34145259,上櫃
3323,_3323,加百裕工業股份有限公司,16271936,_	16271936,上櫃
3324,_3324,雙鴻科技股份有限公司,16619628,_	16619628,上櫃
3325,_3325,旭品科技股份有限公司,96958986,_	96958986,上櫃
3332,_3332,幸康電子股份有限公司,86009297,_	86009297,上櫃
3338,_3338,泰碩電子股份有限公司,89858152,_	89858152,上市
3339,_3339,泰谷光電科技股份有限公司,70774610,_	70774610,上櫃
3342,_3342,飛虹高科股份有限公司,22764634,_	22764634,公開發行
3346,_3346,麗清科技股份有限公司,16992625,_	16992625,上市
3349,_3349,寶德科技股份有限公司,97483122,_	97483122,上櫃
3354,_3354,律勝科技股份有限公司,97330127,_	97330127,上櫃
3356,_3356,奇偶科技股份有限公司,16302558,_	16302558,上市
3357,_3357,西北臺慶科技股份有限公司,86978512,_	86978512,上櫃
3360,_3360,尚立股份有限公司,9473845,_	09473845,上櫃
3362,_3362,先進光電科技股份有限公司,22301825,_	22301825,上櫃
3363,_3363,上詮光纖通信股份有限公司,84149462,_	84149462,上櫃
3369,_3369,鐵研科技股份有限公司,97272386,_	97272386,公開發行
3372,_3372,台灣典範半導體股份有限公司,22101544,_	22101544,上櫃
3373,_3373,熱映光電股份有限公司,70590078,_	70590078,上櫃
3374,_3374,精材科技股份有限公司,16741846,_	16741846,上櫃
3376,_3376,新日興股份有限公司,35424073,_	35424073,上市
3377,_3377,健格科技股份有限公司,23736159,_	23736159,不繼續公開發行
3379,_3379,彬台科技股份有限公司,5087498,_	05087498,上櫃
3380,_3380,明泰科技股份有限公司,12800392,_	12800392,上市
3383,_3383,新世紀光電股份有限公司,12979925,_	12979925,不繼續公開發行
3386,_3386,新德科技股份有限公司,16450558,_	16450558,不繼續公開發行
3388,_3388,崇越電通股份有限公司,84752200,_	84752200,上櫃
3390,_3390,旭軟電子科技股份有限公司,16674213,_	16674213,上櫃
3391,_3391,佳得股份有限公司,23861037,_	23861037,不繼續公開發行
3402,_3402,漢科系統科技股份有限公司,23830295,_	23830295,上櫃
3405,_3405,津綻石英科技股份有限公司,79952755,_	79952755,公開發行
3406,_3406,玉晶光電股份有限公司,23572557,_	23572557,上市
3413,_3413,京鼎精密科技股份有限公司,12858252,_	12858252,上市
3416,_3416,融程電訊股份有限公司,96930209,_	96930209,上市
3419,_3419,譁裕實業股份有限公司,47250470,_	47250470,上市
3426,_3426,台興電子企業股份有限公司,12499995,_	12499995,上櫃
3429,_3429,彥陽科技股份有限公司,89953557,_	89953557,不繼續公開發行
3430,_3430,奇鈦科技股份有限公司,16297788,_	16297788,上櫃
3431,_3431,長天科技股份有限公司,89875862,_	89875862,不繼續公開發行
3432,_3432,台端興業股份有限公司,22928881,_	22928881,上市
3434,_3434,哲固資訊科技股份有限公司,84354060,_	84354060,上櫃
3437,_3437,榮創能源科技股份有限公司,70634323,_	70634323,上市
3438,_3438,台灣類比科技股份有限公司,16795912,_	16795912,上櫃
3441,_3441,聯一光電股份有限公司,52888437,_	52888437,上櫃
3443,_3443,創意電子股份有限公司,16299879,_	16299879,上市
3444,_3444,利機企業股份有限公司,84355650,_	84355650,上櫃
3447,_3447,展達通訊股份有限公司,16045290,_	16045290,上市
3450,_3450,聯鈞光電股份有限公司,12624467,_	12624467,上市
3452,_3452,益通光能科技股份有限公司,12999083,_	12999083,不繼續公開發行
3454,_3454,晶睿通訊股份有限公司,70703897,_	70703897,上市
3455,_3455,由田新技股份有限公司,86710418,_	86710418,上櫃
3462,_3462,瑋鋒科技股份有限公司,89686953,_	89686953,公開發行
3463,_3463,宏塑工業股份有限公司,36319254,_	36319254,公開發行
3465,_3465,進泰電子科技股份有限公司,84232790,_	84232790,上櫃
3466,_3466,德晉科技股份有限公司,12375925,_	12375925,上櫃
3466,_3466,德晉科技股份有限公司,12375925,_	12375925,上櫃
3472,_3472,友荃科技實業股份有限公司,12882675,_	12882675,不繼續公開發行
3479,_3479,安勤科技股份有限公司,70604376,_	70604376,上櫃
3481,_3481,群創光電股份有限公司,12800225,_	12800225,上市
3483,_3483,力致科技股份有限公司,16266820,_	16266820,上櫃
3484,_3484,崧騰企業股份有限公司,86834614,_	86834614,上櫃
3485,_3485,敘(余+卜+又)豐企業股份有限公司,84995500,_	84995500,興櫃
3489,_3489,森寶開發股份有限公司,86140894,_	86140894,上櫃
3490,_3490,單井工業股份有限公司,23393652,_	23393652,上櫃
3491,_3491,昇達科技股份有限公司,16999508,_	16999508,上櫃
3492,_3492,長盛科技股份有限公司,84846066,_	84846066,上櫃
3494,_3494,誠研科技股份有限公司,70801588,_	70801588,上市
3498,_3498,陽程科技股份有限公司,36049822,_	36049822,上櫃
3499,_3499,環天世通科技股份有限公司,70498381,_	70498381,上櫃
3501,_3501,維熹科技股份有限公司,80272361,_	80272361,上市
3504,_3504,揚明光學股份有限公司,12800061,_	12800061,上市
3507,_3507,力群電子股份有限公司,9410027,_	09410027,公開發行
3508,_3508,位速科技股份有限公司,12894840,_	12894840,上櫃
3509,_3509,聯禾有線電視股份有限公司,27560639,_	27560639,公開發行
3510,_3510,易鼎股份有限公司,96856411,_	96856411,公開發行
3511,_3511,矽瑪科技股份有限公司,80611545,_	80611545,上櫃
3512,_3512,皇龍開發股份有限公司,86746561,_	86746561,上櫃
3515,_3515,華擎科技股份有限公司,80333613,_	80333613,上市
3516,_3516,亞帝歐光電股份有限公司,86410720,_	86410720,上櫃
3518,_3518,柏騰科技股份有限公司,89732154,_	89732154,上市
3520,_3520,華盈電子股份有限公司,22071540,_	22071540,上櫃
3520,_3520,華盈電子股份有限公司,22071540,_	22071540,上櫃
3521,_3521,鴻翊國際股份有限公司,22023793,_	22023793,上櫃
3522,_3522,御頂國際股份有限公司,12947467,_	12947467,上櫃
3523,_3523,迎輝科技股份有限公司,16366341,_	16366341,上櫃
3525,_3525,就業情報資訊股份有限公司,16795238,_	16795238,公開發行
3526,_3526,凡甲科技股份有限公司,16691156,_	16691156,上櫃
3527,_3527,聚積科技股份有限公司,16948543,_	16948543,上櫃
3528,_3528,安馳科技股份有限公司,12676056,_	12676056,上市
3529,_3529,力旺電子股份有限公司,70784292,_	70784292,上櫃
3530,_3530,晶相光電股份有限公司,27298412,_	27298412,上市
3531,_3531,先益電子工業股份有限公司,52543363,_	52543363,上櫃
3532,_3532,台塑勝高科技股份有限公司,89406518,_	89406518,上市
3533,_3533,嘉澤端子工業股份有限公司,22244141,_	22244141,上市
3535,_3535,晶彩科技股份有限公司,70720798,_	70720798,上市
3536,_3536,誠創科技股份有限公司,70734477,_	70734477,不繼續公開發行
3537,_3537,堡達實業股份有限公司,22625795,_	22625795,上櫃
3539,_3539,隨身遊戲股份有限公司,70602265,_	70602265,公開發行
3540,_3540,曜越科技股份有限公司,70669172,_	70669172,上櫃
3541,_3541,西柏科技股份有限公司,23975263,_	23975263,上櫃
3543,_3543,州巧科技股份有限公司,70526133,_	70526133,上市
3545,_3545,敦泰電子股份有限公司,28069900,_	28069900,上市
3546,_3546,宇峻奧汀科技股份有限公司,89521257,_	89521257,上櫃
3548,_3548,兆利科技工業股份有限公司,27393491,_	27393491,上櫃
3550,_3550,聯穎科技股份有限公司,22488639,_	22488639,上市
3551,_3551,世禾科技股份有限公司,16044341,_	16044341,上櫃
3552,_3552,同致電子企業股份有限公司,55900791,_	55900791,上櫃
3554,_3554,精品科技股份有限公司,23491751,_	23491751,不繼續公開發行
3555,_3555,博士旺創新股份有限公司,80551862,_	80551862,上櫃
3555,_3555,博士旺創新股份有限公司,80551862,_	80551862,上櫃
3556,_3556,禾瑞亞科技股份有限公司,80342958,_	80342958,上櫃
3557,_3557,嘉威生活股份有限公司,27717512,_	27717512,上市
3558,_3558,神準科技股份有限公司,28496495,_	28496495,上櫃
3562,_3562,頂晶科技股份有限公司,28388897,_	28388897,不繼續公開發行
3563,_3563,牧德科技股份有限公司,16522758,_	16522758,上市
3564,_3564,其陽科技股份有限公司,12658515,_	12658515,上櫃
3566,_3566,太陽光電能源科技股份有限公司,28318416,_	28318416,不繼續公開發行
3567,_3567,逸昌科技股份有限公司,12613567,_	12613567,上櫃
3570,_3570,大塚資訊科技股份有限公司,16088678,_	16088678,上櫃
3572,_3572,宏芯科技股份有限公司,80308207,_	80308207,公開發行
3576,_3576,聯合再生能源股份有限公司,27763753,_	27763753,上市
3577,_3577,泓格科技股份有限公司,84517297,_	84517297,上櫃
3579,_3579,尚志半導體股份有限公司,89487188,_	89487188,不繼續公開發行
3580,_3580,友威科技股份有限公司,80072814,_	80072814,上櫃
3581,_3581,博磊科技股份有限公司,16889100,_	16889100,上櫃
3583,_3583,辛耘企業股份有限公司,30901647,_	30901647,上市
3585,_3585,聯致科技股份有限公司,16742182,_	16742182,興櫃
3587,_3587,閎康科技股份有限公司,79959286,_	79959286,上櫃
3588,_3588,通嘉科技股份有限公司,80254357,_	80254357,上市
3591,_3591,艾笛森光電股份有限公司,12907747,_	12907747,上市
3592,_3592,瑞鼎科技股份有限公司,80532726,_	80532726,上市
3593,_3593,力銘科技股份有限公司,80617029,_	80617029,上市
3594,_3594,磐儀科技股份有限公司,84469443,_	84469443,上櫃
3595,_3595,山太士股份有限公司,89716605,_	89716605,興櫃
3596,_3596,智易科技股份有限公司,12800294,_	12800294,上市
3597,_3597,映興電子股份有限公司,22306125,_	22306125,上櫃
3601,_3601,前源科技股份有限公司,70803848,_	70803848,公開發行
3603,_3603,建祥國際股份有限公司,80337786,_	80337786,興櫃
3605,_3605,宏致電子股份有限公司,97257738,_	97257738,上市
3607,_3607,谷崧精密工業股份有限公司,23414349,_	23414349,上市
3609,_3609,三一東林科技股份有限公司,13073151,_	13073151,上櫃
3609,_3609,三一東林科技股份有限公司,13073151,_	13073151,上櫃
3611,_3611,鼎翰科技股份有限公司,28624652,_	28624652,上櫃
3615,_3615,安可光電股份有限公司,28812887,_	28812887,上櫃
3617,_3617,碩天科技股份有限公司,97474067,_	97474067,上市
3622,_3622,洋華光電股份有限公司,80260061,_	80260061,上市
3623,_3623,富晶通科技股份有限公司,70791435,_	70791435,上櫃
3624,_3624,光頡科技股份有限公司,16130084,_	16130084,上櫃
3625,_3625,西勝國際股份有限公司,96969724,_	96969724,上櫃
3627,_3627,華信光電科技股份有限公司,28621753,_	28621753,興櫃
3628,_3628,盈正豫順電子股份有限公司,16444732,_	16444732,上櫃
3629,_3629,地心引力股份有限公司,12898395,_	12898395,上櫃
3630,_3630,新鉅科技股份有限公司,70748276,_	70748276,上櫃
3631,_3631,晟楠科技股份有限公司,15979384,_	15979384,上櫃
3632,_3632,研勤科技股份有限公司,12894047,_	12894047,上櫃
3633,_3633,云光科技股份有限公司,16177616,_	16177616,興櫃
3637,_3637,沃福仕股份有限公司,80216143,_	80216143,不繼續公開發行
3642,_3642,駿熠電子科技股份有限公司,23491020,_	23491020,公開發行
3645,_3645,達邁科技股份有限公司,70776899,_	70776899,上市
3646,_3646,艾恩特精密工業股份有限公司,16870474,_	16870474,上櫃
3648,_3648,漢台科技股份有限公司,70702601,_	70702601,公開發行
3652,_3652,精聯電子股份有限公司,28913512,_	28913512,上市
3653,_3653,健策精密工業股份有限公司,22415854,_	22415854,上市
3656,_3656,聯勝光電股份有限公司,12800908,_	12800908,公開發行
3656,_3656,聯勝光電股份有限公司,12800908,_	12800908,公開發行
3659,_3659,百辰光電股份有限公司,80493934,_	80493934,興櫃
3661,_3661,世芯電子股份有限公司,31659649,_	31659649,上市
